processed,prod_ID,category
orange sorbet,31,Other Fruit
orange spice tea bag,26,Citrus Fruit
orange spread,26,Citrus Fruit
orange sprinkle,26,Citrus Fruit
orange squash,25,Other Vegetables
orange strip,26,Citrus Fruit
orange sweet bell pepper,25,Other Vegetables
orange sweet potato,23,Root Vegetables
orange syrup,26,Citrus Fruit
orange twist,26,Citrus Fruit
orange wedge,26,Citrus Fruit
orange yogurt,39,Milk
orange zest,26,Citrus Fruit
"orange, juice and rind of",26,Citrus Fruit
"orange, juice and zest of",26,Citrus Fruit
"orange, juice of",26,Citrus Fruit
"orange, rind of",26,Citrus Fruit
"orange, zest of",26,Citrus Fruit
orange-grapefruit juice,26,Citrus Fruit
orange-infused vodka,26,Citrus Fruit
orange-mango juice,31,Other Fruit
orangeing,26,Citrus Fruit
"oranges, juice and rind of",26,Citrus Fruit
"oranges, juice and zest of",26,Citrus Fruit
"oranges, juice of",26,Citrus Fruit
"oranges, rind of",26,Citrus Fruit
"oranges, zest of",26,Citrus Fruit
ortega green chily,25,Other Vegetables
other dried fruit,31,Other Fruit
oven-roasted deli chicken,38,Poultry Meat
oven-roasted turkey breast,38,Poultry Meat
oxo beef cube,34,Beef (beef herd)
oyster mushroom,25,Other Vegetables
palm oil,17,Palm Oil
palm sugar,8,Cane Sugar
paneer cheese,40,Cheese
panini bread,1,Wheat & Rye (Bread)
panko breadcrumb,1,Wheat & Rye (Bread)
papaya,31,Other Fruit
papaya nectar,31,Other Fruit
papaya seed,31,Other Fruit
parboiled rice,5,Rice
parma ham,37,Pig Meat
parmesan and mozzarella pasta sauce,40,Cheese
parmesan asiago and romano cheese blend,40,Cheese
parmesan breadcrumb,1,Wheat & Rye (Bread)
parmesan cheese,40,Cheese
parmesan-romano cheese mix,40,Cheese
parmigiano-reggiano cheese,40,Cheese
parsley root,23,Root Vegetables
parsnip,23,Root Vegetables
part-skim cheddar cheese,40,Cheese
part-skim mozzarella cheese,40,Cheese
part-skim mozzarella string cheese,40,Cheese
part-skim ricotta cheese,40,Cheese
passion fruit,31,Other Fruit
passion fruit juice,31,Other Fruit
passion fruit nectar,31,Other Fruit
passion fruit pulp,31,Other Fruit
passion fruit puree,31,Other Fruit
passion fruit syrup,31,Other Fruit
passionfruit syrup,31,Other Fruit
pasteurized liquid egg-white,41,Eggs
pattypan squash,25,Other Vegetables
pea pod,10,Other Pulses
pea protein powder,10,Other Pulses
pea shoot,10,Other Pulses
pea tendril,10,Other Pulses
peach,31,Other Fruit
peach baby food,31,Other Fruit
peach brandy,31,Other Fruit
peach chutney,31,Other Fruit
peach halves in syrup,31,Other Fruit
peach ice cream,31,Other Fruit
peach jam,31,Other Fruit
peach juice,31,Other Fruit
peach liqueur,31,Other Fruit
peach nectar,31,Other Fruit
peach pie filling,31,Other Fruit
peach preserve,31,Other Fruit
peach puree,31,Other Fruit
peach salsa,31,Other Fruit
peach schnapp,31,Other Fruit
peach slice,31,Other Fruit
peach slices in heavy syrup,31,Other Fruit
peach slices in juice,31,Other Fruit
peach slices in syrup,31,Other Fruit
peach syrup,31,Other Fruit
peach vodka,31,Other Fruit
peach wine,31,Other Fruit
peach yogurt,39,Milk
peaches in heavy syrup,31,Other Fruit
peaches in juice,31,Other Fruit
peaches in light syrup,31,Other Fruit
peameal bacon,37,Pig Meat
peanut,13,Groundnuts
peanut brittle,13,Groundnuts
peanut butter,13,Groundnuts
peanut butter and milk chocolate chip,13,Groundnuts
peanut butter chip,13,Groundnuts
peanut butter cookie,13,Groundnuts
peanut butter cookie dough,13,Groundnuts
peanut butter cookie mix,13,Groundnuts
peanut butter cookies,13,Groundnuts
peanut butter cup,13,Groundnuts
peanut butter cup ature,13,Groundnuts
peanut butter frosting,13,Groundnuts
peanut butter kiss,13,Groundnuts
peanut butter morsel,13,Groundnuts
peanut butter sandwich cookie,13,Groundnuts
peanut butter sandwich cookies,13,Groundnuts
peanut oil,13,Groundnuts
peanut sauce,13,Groundnuts
peanut sauce mix,13,Groundnuts
pear,31,Other Fruit
pear baby food,31,Other Fruit
pear brandy,31,Other Fruit
pear half,31,Other Fruit
pear halves in natural juice,31,Other Fruit
pear juice,31,Other Fruit
pear liqueur,31,Other Fruit
pear nectar,31,Other Fruit
pear syrup,31,Other Fruit
pear vodka,31,Other Fruit
pearl barley,3,Barley (Beer)
pearl onion,22,Onions & Leeks
pearl tapioca,7,Cassava
pears in heavy syrup,31,Other Fruit
pears in light syrup,31,Other Fruit
peas and carrot,23,Root Vegetables
peas and pearl onion,22,Onions & Leeks
peasant bread,1,Wheat & Rye (Bread)
pecan nut,12,Nuts
pecan shortbread cookies,1,Wheat & Rye (Bread)
pecorino cheese,40,Cheese
pecorino pepato cheese,40,Cheese
pecorino romano cheese,40,Cheese
peeled tomato,21,Tomatoes
peppadew pepper,25,Other Vegetables
pepper,25,Other Vegetables
pepper bacon,37,Pig Meat
peppermint ice cream,39,Milk
pepperoncini pepper,25,Other Vegetables
perch,42,Fish (farmed)
perch fillet,42,Fish (farmed)
perdue short cuts roasted carved chicken breast,38,Poultry Meat
pet milk,39,Milk
petit beurre biscuit,1,Wheat & Rye (Bread)
piave cheese,40,Cheese
picante salsa,25,Other Vegetables
pickled shallot,23,Root Vegetables
pickling cucumber,25,Other Vegetables
pickling lime,26,Citrus Fruit
pickling onion,22,Onions & Leeks
pie apple,28,Apples
pie cherry,31,Other Fruit
pig head,37,Pig Meat
pig's foot,37,Pig Meat
pigeon pea,11,Peas
pignoli,12,Nuts
pignoli nut,12,Nuts
pigs tail,37,Pig Meat
pilsner beer,3,Barley (Beer)
pimento cheese,40,Cheese
pimento pepper,25,Other Vegetables
pimiento cheese spread,40,Cheese
pina colada yogurt,39,Milk
pine nut,12,Nuts
pineapple,31,Other Fruit
pineapple bit,31,Other Fruit
pineapple chunk,31,Other Fruit
pineapple chunks in heavy syrup,31,Other Fruit
pineapple chunks in juice,31,Other Fruit
pineapple chunks in syrup,31,Other Fruit
pineapple essence,31,Other Fruit
pineapple extract,31,Other Fruit
pineapple filling,31,Other Fruit
pineapple in juice,31,Other Fruit
pineapple in syrup,31,Other Fruit
pineapple jam,31,Other Fruit
pineapple juice,31,Other Fruit
pineapple juice concentrate,31,Other Fruit
pineapple preserve,31,Other Fruit
pineapple ring,31,Other Fruit
pineapple salsa,31,Other Fruit
pineapple sherbet,39,Milk
pineapple slice,31,Other Fruit
pineapple slices in juice,31,Other Fruit
pineapple slices in syrup,31,Other Fruit
pineapple slouse,31,Other Fruit
pineapple sorbet,31,Other Fruit
pineapple syrup,31,Other Fruit
pineapple tidbit,31,Other Fruit
pineapple tidbits in juice,31,Other Fruit
pineapple tidbits in syrup,31,Other Fruit
pineapple topping,31,Other Fruit
pineapple vodka,31,Other Fruit
pineapple yogurt,39,Milk
pineapple-coconut juice,31,Other Fruit
pineapple-orange juice,31,Other Fruit
pineapple-orange juice concentrate,31,Other Fruit
pineapple-orange marmalade,31,Other Fruit
pineapple-orange-banana juice,31,Other Fruit
pinhead oat,4,Oatmeal
pink bean,10,Other Pulses
pink champagne,30,Wine
pink grapefruit,26,Citrus Fruit
pink grapefruit juice,26,Citrus Fruit
pink kidney bean,10,Other Pulses
pink salmon,42,Fish (farmed)
pinot grigio wine,30,Wine
pinot noir wine,30,Wine
pinto bean,10,Other Pulses
pinto beans in chili sauce,25,Other Vegetables
piquillo pepper,25,Other Vegetables
piquin chily,25,Other Vegetables
pistachio ice cream,39,Milk
pistachio nut,12,Nuts
pita bread,1,Wheat & Rye (Bread)
pita bread round,1,Wheat & Rye (Bread)
pita pocket bread,1,Wheat & Rye (Bread)
pizza cheese,40,Cheese
plain bread crumb,1,Wheat & Rye (Bread)
plain breadcrumb,1,Wheat & Rye (Bread)
plain cornmeal,2,Maize (Meal)
plain soymilk,14,Soymilk
plain sweet biscuit,1,Wheat & Rye (Bread)
plain sweet biscuit crumb,1,Wheat & Rye (Bread)
plain yogurt,39,Milk
planters sliced almond,12,Nuts
plum,31,Other Fruit
plum baby food,31,Other Fruit
plum brandy,31,Other Fruit
plum jam,31,Other Fruit
plum jelly,31,Other Fruit
plum juice,31,Other Fruit
plum preserve,31,Other Fruit
plum puree,31,Other Fruit
plum sauce,31,Other Fruit
plum tomato,21,Tomatoes
plum tomatoes in puree,21,Tomatoes
plum wine,30,Wine
plums in heavy syrup,31,Other Fruit
poblano pepper,25,Other Vegetables
pollock,42,Fish (farmed)
pollock fillet,42,Fish (farmed)
pomegranate,31,Other Fruit
pomegranate aril,31,Other Fruit
pomegranate juice,31,Other Fruit
pomegranate liqueur,31,Other Fruit
pomegranate molass,31,Other Fruit
pomegranate paste,31,Other Fruit
pomegranate powder,31,Other Fruit
pomegranate seed,31,Other Fruit
pomegranate syrup,31,Other Fruit
"pomegranate, seeds of",31,Other Fruit
pomegranate-acai juice,31,Other Fruit
pomegranate-blueberry juice,29,Berries & Grapes
pomegranate-cranberry juice,29,Berries & Grapes
pomelo fruit,26,Citrus Fruit
popcorn,2,Maize (Meal)
popcorn chicken,38,Poultry Meat
popcorn shrimp,43,Shrimps (farmed)
popped corn,2,Maize (Meal)
popped popcorn,2,Maize (Meal)
porcini mushroom,25,Other Vegetables
pork,37,Pig Meat
pork & bean,37,Pig Meat
pork and bean,37,Pig Meat
pork and beans in tomato sauce,37,Pig Meat
pork baby back rib,37,Pig Meat
pork back rib,37,Pig Meat
pork belly,37,Pig Meat
pork blade roast,37,Pig Meat
pork blade steak,37,Pig Meat
pork bone,37,Pig Meat
pork butt,37,Pig Meat
pork butt steak,37,Pig Meat
pork butterfly steak,37,Pig Meat
pork chop,37,Pig Meat
pork coating mix,37,Pig Meat
pork crackling,37,Pig Meat
pork cube steak,37,Pig Meat
pork cutlet,37,Pig Meat
pork fat,37,Pig Meat
pork fatback,37,Pig Meat
pork filet,37,Pig Meat
pork fillet,37,Pig Meat
pork gravy,37,Pig Meat
pork gravy mix,37,Pig Meat
pork hock,37,Pig Meat
pork jowl,37,Pig Meat
pork knuckle,37,Pig Meat
pork leg,37,Pig Meat
pork leg steak,37,Pig Meat
pork loin,37,Pig Meat
pork loin chop,37,Pig Meat
pork loin roast,37,Pig Meat
pork loin steak,37,Pig Meat
pork medallion,37,Pig Meat
pork mince,37,Pig Meat
pork neck,37,Pig Meat
pork neck bone,37,Pig Meat
pork ramen noodle,37,Pig Meat
pork rib,37,Pig Meat
pork rib chop,37,Pig Meat
pork rib rack,37,Pig Meat
pork rib roast,37,Pig Meat
pork riblet,37,Pig Meat
pork rind,37,Pig Meat
pork roast,37,Pig Meat
pork roll,37,Pig Meat
pork schnitzel,37,Pig Meat
pork seasoning,37,Pig Meat
pork shank,37,Pig Meat
pork shoulder,37,Pig Meat
pork shoulder blade roast,37,Pig Meat
pork shoulder butt,37,Pig Meat
pork shoulder chop,37,Pig Meat
pork shoulder steak,37,Pig Meat
pork side rib,37,Pig Meat
pork sirloin,37,Pig Meat
pork sirloin chop,37,Pig Meat
pork sirloin roast,37,Pig Meat
pork sirloin tip roast,37,Pig Meat
pork skin,37,Pig Meat
pork spare rib rack,37,Pig Meat
pork sparerib,37,Pig Meat
pork steak,37,Pig Meat
pork stew meat,37,Pig Meat
pork stock,37,Pig Meat
pork stuffing mix,37,Pig Meat
pork tenderloin,37,Pig Meat
pork tenderloin chop,37,Pig Meat
pork tenderloin steak,37,Pig Meat
pork top loin,37,Pig Meat
porridge oat,4,Oatmeal
port wine,30,Wine
port wine cheese,40,Cheese
portabella mushroom,25,Other Vegetables
portabella mushroom cap,25,Other Vegetables
portabella mushroom ravioli,25,Other Vegetables
porterhouse steak,34,Beef (beef herd)
portuguese bread,1,Wheat & Rye (Bread)
post grape-nuts cereal,29,Berries & Grapes
pot barley,3,Barley (Beer)
pot cheese,40,Cheese
potato,6,Potatoes
potato & cheese pierogi,40,Cheese
potato & cheese pierogy,40,Cheese
potato and cheddar pierogy,40,Cheese
potato bread,6,Potatoes
potato bun,1,Wheat & Rye (Bread)
potato cake,6,Potatoes
potato chip,6,Potatoes
potato dinner roll,6,Potatoes
potato flake,6,Potatoes
potato flmy,6,Potatoes
potato gnocchi,6,Potatoes
potato pierogy,6,Potatoes
potato salad,6,Potatoes
potato skin,6,Potatoes
potato starch,6,Potatoes
potato stick,6,Potatoes
potato water,6,Potatoes
powdered 10x sugar,8,Cane Sugar
powdered chipotle pepper,25,Other Vegetables
powdered chocolate milk mix,33,Dark Chocolate
powdered coffee creamer,39,Milk
powdered egg white,41,Eggs
powdered fruit pectin,31,Other Fruit
powdered ginger,23,Root Vegetables
powdered instant coffee,32,Coffee
powdered milk,39,Milk
powdered orange breakfast drink mix,26,Citrus Fruit
powdered peanut butter,13,Groundnuts
powdered sugar,8,Cane Sugar
powdered sugar icing,8,Cane Sugar
powdered vanilla coffee creamer,39,Milk
pre-shredded mozzarella cheese,40,Cheese
preserved black bean,10,Other Pulses
preserved gingerroot,23,Root Vegetables
preserved lemon,26,Citrus Fruit
prickly pear,31,Other Fruit
prickly pear cactu,31,Other Fruit
process american cheese,40,Cheese
processed cheese,40,Cheese
processed cheese slice,40,Cheese
processed cheese spread,40,Cheese
processed swiss cheese,40,Cheese
prosciutto ham,37,Pig Meat
provel cheese,40,Cheese
provolone cheese,40,Cheese
puffed brown rice cereal,5,Rice
puffed corn cereal,2,Maize (Meal)
puffed rice cereal,5,Rice
puffed wheat cereal,1,Wheat & Rye (Bread)
pumpernickel bread,1,Wheat & Rye (Bread)
pumpernickel cocktail bread,1,Wheat & Rye (Bread)
pumpkin,25,Other Vegetables
pumpkin butter,25,Other Vegetables
pumpkin flesh,25,Other Vegetables
pumpkin puree,25,Other Vegetables
pumpkin seed,25,Other Vegetables
pumpkin seed oil,25,Other Vegetables
pumpkin soup,25,Other Vegetables
pure olive oil,20,Olive Oil
purple bell pepper,25,Other Vegetables
purple cabbage,24,Brassicas
purple cauliflower,24,Brassicas
purple onion,22,Onions & Leeks
purple plum,31,Other Fruit
purple potato,6,Potatoes
purple seedless grape,29,Berries & Grapes
purple turnip,23,Root Vegetables
quail,38,Poultry Meat
quail egg,38,Poultry Meat
quark cheese,40,Cheese
quick oat,4,Oatmeal
quick oatmeal,4,Oatmeal
quicker oat,4,Oatmeal
quik chocolate milk mix,33,Dark Chocolate
rack of baby-back pork rib,37,Pig Meat
rack of lamb,35,Beef (dairy herd)
racks of baby-back pork rib,37,Pig Meat
racks of lamb,35,Beef (dairy herd)
raclette cheese,40,Cheese
radish,23,Root Vegetables
radish sprout,23,Root Vegetables
radish top,23,Root Vegetables
ragu cheese sauce,40,Cheese
ragu tomato sauce,21,Tomatoes
rainbow chocolate chip,33,Dark Chocolate
rainbow sherbet,39,Milk
rainbow trout,42,Fish (farmed)
rainbow trout fillet,42,Fish (farmed)
raisin bread,1,Wheat & Rye (Bread)
raisin nut bread,1,Wheat & Rye (Bread)
rambutan,31,Other Fruit
rapeseed oil,19,Rapeseed Oil
raspberries in juice,29,Berries & Grapes
raspberry,29,Berries & Grapes
raspberry balsamic vinegar,29,Berries & Grapes
raspberry chipotle sauce,29,Berries & Grapes
raspberry chocolate chip,29,Berries & Grapes
raspberry cream cheese,40,Cheese
raspberry drink mix,29,Berries & Grapes
raspberry extract,29,Berries & Grapes
raspberry fruit,29,Berries & Grapes
raspberry fruit spread,29,Berries & Grapes
raspberry jam,29,Berries & Grapes
raspberry jelly,29,Berries & Grapes
raspberry jelly crystal,29,Berries & Grapes
raspberry juice,29,Berries & Grapes
raspberry liqueur,29,Berries & Grapes
raspberry olive oil,20,Olive Oil
raspberry pie filling,29,Berries & Grapes
raspberry preserve,29,Berries & Grapes
raspberry puree,29,Berries & Grapes
raspberry sauce,29,Berries & Grapes
raspberry schnapp,29,Berries & Grapes
raspberry sherbet,39,Milk
raspberry sorbet,31,Other Fruit
raspberry syrup,29,Berries & Grapes
raspberry vinaigrette,29,Berries & Grapes
raspberry vinegar,29,Berries & Grapes
raspberry vodka,29,Berries & Grapes
raspberry white wine vinegar,30,Wine
raspberry yogurt,39,Milk
raspberry-cranberry frozen juice concentrate,29,Berries & Grapes
raw beet,23,Root Vegetables
raw brown sugar,8,Cane Sugar
raw carrot,23,Root Vegetables
raw cashew nut,12,Nuts
raw cauliflower,24,Brassicas
raw chicken,38,Poultry Meat
raw cranberry,29,Berries & Grapes
raw egg yolk,41,Eggs
raw green cabbage,24,Brassicas
raw mushroom,25,Other Vegetables
raw peanut,13,Groundnuts
raw potato,6,Potatoes
raw red bell pepper,25,Other Vegetables
raw rice,5,Rice
raw shrimp,43,Shrimps (farmed)
raw shrimp in shell,43,Shrimps (farmed)
raw small shrimp,43,Shrimps (farmed)
raw spinach leaf,25,Other Vegetables
raw sugar,8,Cane Sugar
raw sweet potato,23,Root Vegetables
raw wild rice,5,Rice
raw zucchini,25,Other Vegetables
ready rice,5,Rice
ready shortbread crust,1,Wheat & Rye (Bread)
real bacon bit,37,Pig Meat
realemon juice,26,Citrus Fruit
red apple,28,Apples
red baking apple,28,Apples
red bean,10,Other Pulses
red bean paste,10,Other Pulses
red beans and rice mix,10,Other Pulses
red beet,23,Root Vegetables
red bell pepper,25,Other Vegetables
red bird's eye chili,25,Other Vegetables
red bird's eye chily,25,Other Vegetables
red bliss potato,6,Potatoes
red burgundy wine,30,Wine
red cabbage,24,Brassicas
red cabbage head,24,Brassicas
red cayenne pepper,25,Other Vegetables
red cherry,31,Other Fruit
red chili oil,25,Other Vegetables
red chili paste,25,Other Vegetables
red chili pepper,25,Other Vegetables
red chili pepper flake,25,Other Vegetables
red chili powder,25,Other Vegetables
red chili sauce,25,Other Vegetables
red chili seed,25,Other Vegetables
red chily,25,Other Vegetables
red currant,31,Other Fruit
red currant jam,31,Other Fruit
red currant jelly,31,Other Fruit
red delicious apple,28,Apples
red fish,42,Fish (farmed)
red glazed cherry,31,Other Fruit
red grape,29,Berries & Grapes
red grape vinegar,29,Berries & Grapes
red grapefruit,26,Citrus Fruit
red hot pepper,25,Other Vegetables
red kidney bean,10,Other Pulses
red leaf lettuce,25,Other Vegetables
red leicester cheese,40,Cheese
red lentil,10,Other Pulses
red maraschino cherry,31,Other Fruit
red onion,22,Onions & Leeks
red onion ring,22,Onions & Leeks
red onion strip,22,Onions & Leeks
red pear,31,Other Fruit
red pear tomato,21,Tomatoes
red pearl onion,22,Onions & Leeks
red pepper,25,Other Vegetables
red plum,31,Other Fruit
red potato,6,Potatoes
red potato wedge,6,Potatoes
red pumpkin,25,Other Vegetables
red radish,23,Root Vegetables
red raspberry,29,Berries & Grapes
red raspberry preserve,29,Berries & Grapes
red rice,5,Rice
red romaine lettuce,25,Other Vegetables
red salmon,42,Fish (farmed)
red seedless grape,29,Berries & Grapes
red serrano chilie,25,Other Vegetables
red shallot,23,Root Vegetables
red skin white potato,6,Potatoes
red snapper,42,Fish (farmed)
red snapper fillet,42,Fish (farmed)
red spanish onion,22,Onions & Leeks
red sugar crystal,8,Cane Sugar
red sweet bell pepper,25,Other Vegetables
red sweet pepper,25,Other Vegetables
red table wine,30,Wine
red tomato,21,Tomatoes
red wine,30,Wine
red wine vinaigrette,30,Wine
red wine vinegar,30,Wine
red zinfandel wine,30,Wine
red-leaf lettuce,25,Other Vegetables
redfish fillet,42,Fish (farmed)
refried bean,10,Other Pulses
refried black bean,10,Other Pulses
refrigerated 3-cheese tortellini,40,Cheese
refrigerated biscuit,1,Wheat & Rye (Bread)
refrigerated bread dough,1,Wheat & Rye (Bread)
refrigerated breadstick,1,Wheat & Rye (Bread)
refrigerated breadstick dough,1,Wheat & Rye (Bread)
refrigerated buttermilk biscuit,1,Wheat & Rye (Bread)
refrigerated buttermilk flaky biscuit,1,Wheat & Rye (Bread)
refrigerated cheese tortellini,40,Cheese
refrigerated chocolate chip cookie dough,33,Dark Chocolate
refrigerated cooked beef roast,34,Beef (beef herd)
refrigerated cornbread twists dough,2,Maize (Meal)
refrigerated flaky biscuit,1,Wheat & Rye (Bread)
refrigerated orange sweet roll dough,26,Citrus Fruit
refrigerated parmesan breadstick,1,Wheat & Rye (Bread)
refrigerated white chocolate chip macadamia nut cookie dough,33,Dark Chocolate
regular grind coffee,32,Coffee
regular-strength chicken broth,38,Poultry Meat
rendered lard,37,Pig Meat
rhine wine,30,Wine
rib eye steak,34,Beef (beef herd)
rib-eye steak,34,Beef (beef herd)
rice,5,Rice
rice and sauce mix,5,Rice
rice bran,5,Rice
rice bran oil,5,Rice
rice bubble,5,Rice
rice cake,5,Rice
rice chex,5,Rice
rice cracker,5,Rice
rice crumb,5,Rice
rice flmy,5,Rice
rice flour mix,5,Rice
rice krispy,5,Rice
rice milk,5,Rice
rice noodle,5,Rice
rice paper,5,Rice
rice paper sheet,5,Rice
rice pilaf mix,5,Rice
rice powder,5,Rice
rice stick,5,Rice
rice syrup,5,Rice
rice vermicelli,5,Rice
rice vinegar,5,Rice
rice wine,30,Wine
rice wine vinegar,30,Wine
rice-a-roni,5,Rice
rice-a-roni broccoli au gratin,5,Rice
rice-a-roni third-less salt wild rice,5,Rice
rich chicken broth,38,Poultry Meat
ricotta cheese,40,Cheese
riesling wine,30,Wine
rindless bacon,37,Pig Meat
rioja wine,30,Wine
risotto rice,5,Rice
ritz bits cheese cracker,40,Cheese
ro*tel diced tomatoes & green chily,21,Tomatoes
ro*tel tomato & green chili sauce,25,Other Vegetables
ro-tel diced tomato,21,Tomatoes
ro-tel tomato,21,Tomatoes
ro-tel tomatoes and onion,22,Onions & Leeks
roast beef,34,Beef (beef herd)
roast beef in gravy,34,Beef (beef herd)
roast chicken seasoning,38,Poultry Meat
roast pork,37,Pig Meat
roasted almond,12,Nuts
roasted bell pepper hummu,25,Other Vegetables
roasted cashew nut,12,Nuts
roasted chestnut,12,Nuts
roasted chicken breast,38,Poultry Meat
roasted chicken meat,38,Poultry Meat
roasted deli chicken,38,Poultry Meat
roasted garlic,23,Root Vegetables
roasted garlic alfredo sauce,23,Root Vegetables
roasted garlic and olive oil couscou,20,Olive Oil
roasted garlic and onion spaghetti sauce,22,Onions & Leeks
roasted garlic and red pepper spice mix,23,Root Vegetables
roasted garlic and sweet onion jam,22,Onions & Leeks
roasted garlic clove,23,Root Vegetables
roasted garlic cream cheese,40,Cheese
roasted green chily,25,Other Vegetables
roasted peanut,13,Groundnuts
roasted pepper,25,Other Vegetables
roasted potato,6,Potatoes
roasted red pepper,25,Other Vegetables
roasted red pepper and eggplant spread,25,Other Vegetables
roasted red pepper cream cheese,40,Cheese
roasted sweet pepper,25,Other Vegetables
roasted sweet red pepper,25,Other Vegetables
roasted turkey,38,Poultry Meat
roasted unsalted peanut,13,Groundnuts
roasted walnut,12,Nuts
roasting chicken,38,Poultry Meat
rock cornish game hen,2,Maize (Meal)
rock cornish hen,2,Maize (Meal)
rock shrimp,43,Shrimps (farmed)
rock sugar,8,Cane Sugar
rockfish,42,Fish (farmed)
rockfish fillet,42,Fish (farmed)
rolled anchovies over caper,42,Fish (farmed)
rolled barley,3,Barley (Beer)
rolled oat,4,Oatmeal
rolled oatmeal,4,Oatmeal
rolo chocolate,33,Dark Chocolate
roma tomato,21,Tomatoes
romaine lettuce,25,Other Vegetables
romaine lettuce heart,25,Other Vegetables
romaine lettuce leaf,25,Other Vegetables
roman bean,10,Other Pulses
romano bean,10,Other Pulses
romano cheese,40,Cheese
rome apple,28,Apples
root beer,3,Barley (Beer)
root beer concentrate,3,Barley (Beer)
root beer extract,3,Barley (Beer)
root vegetable,23,Root Vegetables
roquefort blue cheese,40,Cheese
roquefort cheese,40,Cheese
rose wine,30,Wine
rose's lime juice,26,Citrus Fruit
rosemary and olive oil ,20,Olive Oil
rotel chili fixins tomato,21,Tomatoes
rotel diced tomato,21,Tomatoes
rotel tomato,21,Tomatoes
rotel tomatoes & chily,21,Tomatoes
rotisserie-cooked chicken,38,Poultry Meat
rouladen beef,34,Beef (beef herd)
round loaf italian bread,1,Wheat & Rye (Bread)
round onion,22,Onions & Leeks
round rice paper sheet,5,Rice
round steak,34,Beef (beef herd)
round tip steak,34,Beef (beef herd)
ruby grapefruit,26,Citrus Fruit
ruby red grapefruit juice,26,Citrus Fruit
ruby red grapefruit vodka,26,Citrus Fruit
rump steak,34,Beef (beef herd)
runner bean,10,Other Pulses
russet baking potato,6,Potatoes
russet potato,6,Potatoes
rutabaga,23,Root Vegetables
rye berry,1,Wheat & Rye (Bread)
rye bread,1,Wheat & Rye (Bread)
rye breadcrumb,1,Wheat & Rye (Bread)
rye cocktail bread,1,Wheat & Rye (Bread)
rye cracker,1,Wheat & Rye (Bread)
rye crisp,1,Wheat & Rye (Bread)
rye flake,1,Wheat & Rye (Bread)
rye flmy,1,Wheat & Rye (Bread)
rye meal,1,Wheat & Rye (Bread)
rye toast,1,Wheat & Rye (Bread)
rye whiskey,1,Wheat & Rye (Bread)
s chocolate syrup,33,Dark Chocolate
saffron rice mix,5,Rice
saga blue cheese,40,Cheese
sage derby cheese,40,Cheese
salad burnet,25,Other Vegetables
salad green,25,Other Vegetables
salad leaf,25,Other Vegetables
salad mustard,25,Other Vegetables
salad potato,6,Potatoes
salad seasoning,25,Other Vegetables
salad supreme dry seasoning,25,Other Vegetables
salmon,42,Fish (farmed)
salmon fillet,42,Fish (farmed)
salmon liquid,42,Fish (farmed)
salmon roe,42,Fish (farmed)
salmon steak,42,Fish (farmed)
salsa,25,Other Vegetables
salsa con queso,25,Other Vegetables
salsa fresca,25,Other Vegetables
salsa verde,25,Other Vegetables
salt & fresh ground pepper,25,Other Vegetables
salt & ground black pepper,25,Other Vegetables
salt & pepper,25,Other Vegetables
salt and black pepper,25,Other Vegetables
salt and fresh pepper,25,Other Vegetables
salt and pepper,25,Other Vegetables
salt cod fish,42,Fish (farmed)
salt pork,37,Pig Meat
salted almond,12,Nuts
salted anchovy,42,Fish (farmed)
salted macadamia nut,12,Nuts
salted mixed nut,12,Nuts
salted nut,12,Nuts
salted peanut,13,Groundnuts
salted salmon,42,Fish (farmed)
sambal chili paste,25,Other Vegetables
sambal oelek chili paste,25,Other Vegetables
san marzano tomato,21,Tomatoes
sandwich bread,1,Wheat & Rye (Bread)
sandwich bun,1,Wheat & Rye (Bread)
sandwich steak,34,Beef (beef herd)
sansho pepper,25,Other Vegetables
sardine,42,Fish (farmed)
sardine fillet,42,Fish (farmed)
sardines in oil,42,Fish (farmed)
sardines in tomato sauce,42,Fish (farmed)
sashimi-grade tuna,42,Fish (farmed)
saskatoon berry,29,Berries & Grapes
satsuma orange,26,Citrus Fruit
sauterne white wine,30,Wine
sauternes wine,30,Wine
sauvignon blanc wine,30,Wine
savoy cabbage,24,Brassicas
scalloped potatoes mix,6,Potatoes
scamorza cheese,40,Cheese
scotch bonnet pepper,25,Other Vegetables
scrod fish,42,Fish (farmed)
sea bass fillet,42,Fish (farmed)
sea bass steak,42,Fish (farmed)
sea salt & fresh black pepper,25,Other Vegetables
seasoned bread crumb,1,Wheat & Rye (Bread)
seasoned dry bread crumb,1,Wheat & Rye (Bread)
seasoned pepper,25,Other Vegetables
seasoned rice vinegar,5,Rice
seasoned rice wine vinegar,30,Wine
seedless black grape,29,Berries & Grapes
seedless blackberry jam,29,Berries & Grapes
seedless cucumber,25,Other Vegetables
seedless european cucumber,25,Other Vegetables
seedless grape,29,Berries & Grapes
seedless orange,26,Citrus Fruit
seedless raspberry jam,29,Berries & Grapes
seedless raspberry preserve,29,Berries & Grapes
seedless red raspberry jam,29,Berries & Grapes
seedless strawberry jam,29,Berries & Grapes
seedless watermelon,31,Other Fruit
self-rising cornmeal,2,Maize (Meal)
self-rising cornmeal mix,2,Maize (Meal)
self-rising white cornmeal,2,Maize (Meal)
self-rising yellow cornmeal,2,Maize (Meal)
semi-soft goat cheese,40,Cheese
serrano chili,25,Other Vegetables
serrano chili pepper,25,Other Vegetables
